,TRADE_DAYS,S_INFO_EXCHMARKET
0,19911213,SHFE
1,19970508,SHFE
2,20120615,CFFEX
3,19920903,CZCE
4,19960424,CZCE
5,20071211,CFFEX
6,19960729,CZCE
7,20031117,SHFE
8,20020515,DCE
9,19930630,DCE
10,19981014,CZCE
11,20130718,CZCE
12,20130221,CFFEX
13,20010215,DCE
14,19990312,CZCE
15,19990427,CZCE
16,20151116,SHFE
17,20110510,DCE
18,20130724,CZCE
19,19940621,SHFE
20,20130701,CFFEX
21,19940214,SHFE
22,20010418,CZCE
23,19940221,DCE
24,19930422,CZCE
25,19930429,SHFE
26,19960320,SHFE
27,20010410,SHFE
28,20030815,CZCE
29,19910201,CZCE
30,19911105,CZCE
31,20030723,SHFE
32,19990409,CZCE
33,20161122,SGE
34,20160426,CFFEX
35,20170726,SHFE
36,20131230,CFFEX
37,20020610,DCE
38,20000608,SHFE
39,20120427,SHFE
40,19920903,SHFE
41,19980211,SHFE
42,20110630,DCE
43,19930318,DCE
44,19940531,CZCE
45,19960425,DCE
46,20111227,DCE
47,20020410,DCE
48,20151013,SHFE
49,19980507,SHFE
50,19940728,SHFE
51,20150227,CFFEX
52,19901204,CZCE
53,19990317,DCE
54,20110210,DCE
55,20031118,SHFE
56,19970429,DCE
57,19980713,SHFE
58,19960829,CZCE
59,20170731,DCE
60,19930409,CZCE
61,19960703,SHFE
62,20150728,DCE
63,20110804,DCE
64,20121112,SHFE
65,19961003,CZCE
66,20131209,SHFE
67,20120320,CZCE
68,20210104,SGE
69,20210105,SGE
70,20210106,SGE
71,20210107,SGE
72,20210108,SGE
73,20210111,SGE
74,20210112,SGE
75,20210113,SGE
76,20210114,SGE
77,20210115,SGE
78,20210118,SGE
79,20210119,SGE
80,20210120,SGE
81,20210121,SGE
82,20210122,SGE
83,20210125,SGE
84,20210126,SGE
85,20210127,SGE
86,20210128,SGE
87,20210129,SGE
88,20210201,SGE
89,20210202,SGE
90,20210203,SGE
91,20210204,SGE
92,20210205,SGE
93,20210208,SGE
94,20210209,SGE
95,20210210,SGE
96,20210218,SGE
97,20210219,SGE
98,20210222,SGE
99,20210223,SGE
100,20210224,SGE
101,20210225,SGE
102,20210226,SGE
103,20210301,SGE
104,20210302,SGE
105,20210303,SGE
106,20210304,SGE
107,20210305,SGE
108,20210308,SGE
109,20210309,SGE
110,20210310,SGE
111,20210311,SGE
112,20210312,SGE
113,20210315,SGE
114,20210316,SGE
115,20210317,SGE
116,20210318,SGE
117,20210319,SGE
118,20210322,SGE
119,20210323,SGE
120,20210324,SGE
121,20210325,SGE
122,20210326,SGE
123,20210329,SGE
124,20210330,SGE
125,20210331,SGE
126,20210401,SGE
127,20210402,SGE
128,20210406,SGE
129,20210407,SGE
130,20210408,SGE
131,20210409,SGE
132,20210412,SGE
133,20210413,SGE
134,20210414,SGE
135,20210415,SGE
136,20210416,SGE
137,20210419,SGE
138,20210420,SGE
139,20210421,SGE
140,20210422,SGE
141,20210423,SGE
142,20210426,SGE
143,20210427,SGE
144,20210428,SGE
145,20210429,SGE
146,20210430,SGE
147,20210506,SGE
148,20210507,SGE
149,20210510,SGE
150,20210511,SGE
151,20210512,SGE
152,20210513,SGE
153,20210514,SGE
154,20210517,SGE
155,20210518,SGE
156,20210519,SGE
157,20210520,SGE
158,20210521,SGE
159,20210524,SGE
160,20210525,SGE
161,20210526,SGE
162,20210527,SGE
163,20210528,SGE
164,20210531,SGE
165,20210601,SGE
166,20210602,SGE
167,20210603,SGE
168,20210604,SGE
169,20210607,SGE
170,20210608,SGE
171,20210609,SGE
172,20210610,SGE
173,20210611,SGE
174,20210615,SGE
175,20210616,SGE
176,20210617,SGE
177,20210618,SGE
178,20210621,SGE
179,20210622,SGE
180,20210623,SGE
181,20210624,SGE
182,20210625,SGE
183,20210628,SGE
184,20210629,SGE
185,20210630,SGE
186,20210701,SGE
187,20210702,SGE
188,20210705,SGE
189,20210706,SGE
190,20210707,SGE
191,20210708,SGE
192,20210709,SGE
193,20210712,SGE
194,20210713,SGE
195,20210714,SGE
196,20210715,SGE
197,20210716,SGE
198,20210719,SGE
199,20210720,SGE
200,20210721,SGE
201,20210722,SGE
202,20210723,SGE
203,20210726,SGE
204,20210727,SGE
205,20210728,SGE
206,20210729,SGE
207,20210730,SGE
208,20210802,SGE
209,20210803,SGE
210,20210804,SGE
211,20210805,SGE
212,20210806,SGE
213,20210809,SGE
214,20210810,SGE
215,20210811,SGE
216,20210812,SGE
217,20210813,SGE
218,20210816,SGE
219,20210817,SGE
220,20210818,SGE
221,20210819,SGE
222,20210820,SGE
223,20210823,SGE
224,20210824,SGE
225,20210825,SGE
226,20210826,SGE
227,20210827,SGE
228,20210830,SGE
229,20210831,SGE
230,20210901,SGE
231,20210902,SGE
232,20210903,SGE
233,20210906,SGE
234,20210907,SGE
235,20210908,SGE
236,20210909,SGE
237,20210910,SGE
238,20210913,SGE
239,20210914,SGE
240,20210915,SGE
241,20210916,SGE
242,20210917,SGE
243,20210922,SGE
244,20210923,SGE
245,20210924,SGE
246,20210927,SGE
247,20210928,SGE
248,20210929,SGE
249,20210930,SGE
250,20211008,SGE
251,20211011,SGE
252,20211012,SGE
253,20211013,SGE
254,20211014,SGE
255,20211015,SGE
256,20211018,SGE
257,20211019,SGE
258,20211020,SGE
259,20211021,SGE
260,20211022,SGE
261,20211025,SGE
262,20211026,SGE
263,20211027,SGE
264,20211028,SGE
265,20211029,SGE
266,20211101,SGE
267,20211102,SGE
268,20211103,SGE
269,20211104,SGE
270,20211105,SGE
271,20211108,SGE
272,20211109,SGE
273,20211110,SGE
274,20211111,SGE
275,20211112,SGE
276,20211115,SGE
277,20211116,SGE
278,20211117,SGE
279,20211118,SGE
280,20211119,SGE
281,20211122,SGE
282,20211123,SGE
283,20211124,SGE
284,20211125,SGE
285,20211126,SGE
286,20211129,SGE
287,20211130,SGE
288,20211201,SGE
289,20211202,SGE
290,20211203,SGE
291,20211206,SGE
292,20211207,SGE
293,20211208,SGE
294,20211209,SGE
295,20211210,SGE
296,20211213,SGE
297,20211214,SGE
298,20211215,SGE
299,20211216,SGE
300,20211217,SGE
301,20211220,SGE
302,20211221,SGE
303,20211222,SGE
304,20211223,SGE
305,20211224,SGE
306,20211227,SGE
307,20211228,SGE
308,20211229,SGE
309,20211230,SGE
310,20211231,SGE
311,19911021,SHFE
312,20000315,SHFE
313,20170919,CZCE
314,20120711,DCE
315,20161212,DCE
316,20150410,DCE
317,20130819,CFFEX
318,20160115,SGE
319,20000726,DCE
320,20080716,CFFEX
321,20130320,CFFEX
322,20170808,CFFEX
323,19940916,DCE
324,20030320,CZCE
325,20151208,CZCE
326,19980918,CZCE
327,20131217,SGE
328,20030416,CZCE
329,19970925,CZCE
330,20160907,DCE
331,20110603,DCE
332,20110427,CFFEX
333,20110831,SGE
334,20110617,SGE
335,19970527,SHFE
336,19951116,SHFE
337,20031121,SHFE
338,20110728,SGE
339,19960320,DCE
340,20030711,SHFE
341,19940405,DCE
342,20000828,CZCE
343,20151109,DCE
344,20031119,SHFE
345,20170210,DCE
346,20071210,CFFEX
347,20150226,CFFEX
348,19921223,SHFE
349,19960112,SHFE
350,20000710,DCE
351,19990531,CZCE
352,20170526,CFFEX
353,19950712,DCE
354,20031120,SHFE
355,19970623,DCE
356,19950417,CZCE
357,20120427,SGE
358,20110311,SHFE
359,20161207,SHFE
360,19910718,SHFE
361,20020205,SHFE
362,20000529,CZCE
363,20240102,CFFEX
364,20240103,CFFEX
365,20240104,CFFEX
366,20240105,CFFEX
367,20240108,CFFEX
368,20240109,CFFEX
369,20240110,CFFEX
370,20240111,CFFEX
371,20240112,CFFEX
372,20240115,CFFEX
373,20240116,CFFEX
374,20240117,CFFEX
375,20240118,CFFEX
376,20240119,CFFEX
377,20240122,CFFEX
378,20240123,CFFEX
379,20240124,CFFEX
380,20240125,CFFEX
381,20240126,CFFEX
382,20240129,CFFEX
383,20240130,CFFEX
384,20240131,CFFEX
385,20240201,CFFEX
386,20240202,CFFEX
387,20240205,CFFEX
388,20240206,CFFEX
389,20240207,CFFEX
390,20240208,CFFEX
391,20240219,CFFEX
392,20240220,CFFEX
393,20240221,CFFEX
394,20240222,CFFEX
395,20240223,CFFEX
396,20240226,CFFEX
397,20240227,CFFEX
398,20240228,CFFEX
399,20240229,CFFEX
400,20240301,CFFEX
401,20240304,CFFEX
402,20240305,CFFEX
403,20240306,CFFEX
404,20240307,CFFEX
405,20240308,CFFEX
406,20240311,CFFEX
407,20240312,CFFEX
408,20240313,CFFEX
409,20240314,CFFEX
410,20240315,CFFEX
411,20240318,CFFEX
412,20240319,CFFEX
413,20240320,CFFEX
414,20240321,CFFEX
415,20240322,CFFEX
416,20240325,CFFEX
417,20240326,CFFEX
418,20240327,CFFEX
419,20240328,CFFEX
420,20240329,CFFEX
421,20240401,CFFEX
422,20240402,CFFEX
423,20240403,CFFEX
424,20240408,CFFEX
425,20240409,CFFEX
426,20240410,CFFEX
427,20240411,CFFEX
428,20240412,CFFEX
429,20240415,CFFEX
430,20240416,CFFEX
431,20240417,CFFEX
432,20240418,CFFEX
433,20240419,CFFEX
434,20240422,CFFEX
435,20240423,CFFEX
436,20240424,CFFEX
437,20240425,CFFEX
438,20240426,CFFEX
439,20240429,CFFEX
440,20240430,CFFEX
441,20240506,CFFEX
442,20240507,CFFEX
443,20240508,CFFEX
444,20240509,CFFEX
445,20240510,CFFEX
446,20240513,CFFEX
447,20240514,CFFEX
448,20240515,CFFEX
449,20240516,CFFEX
450,20240517,CFFEX
451,20240520,CFFEX
452,20240521,CFFEX
453,20240522,CFFEX
454,20240523,CFFEX
455,20240524,CFFEX
456,20240527,CFFEX
457,20240528,CFFEX
458,20240529,CFFEX
459,20240530,CFFEX
460,20240531,CFFEX
461,20240603,CFFEX
462,20240604,CFFEX
463,20240605,CFFEX
464,20240606,CFFEX
465,20240607,CFFEX
466,20240611,CFFEX
467,20240612,CFFEX
468,20240613,CFFEX
469,20240614,CFFEX
470,20240617,CFFEX
471,20240618,CFFEX
472,20240619,CFFEX
473,20240620,CFFEX
474,20240621,CFFEX
475,20240624,CFFEX
476,20240625,CFFEX
477,20240626,CFFEX
478,20240627,CFFEX
479,20240628,CFFEX
480,20240701,CFFEX
481,20240702,CFFEX
482,20240703,CFFEX
483,20240704,CFFEX
484,20240705,CFFEX
485,20240708,CFFEX
486,20240709,CFFEX
487,20240710,CFFEX
488,20240711,CFFEX
489,20240712,CFFEX
490,20240715,CFFEX
491,20240716,CFFEX
492,20240717,CFFEX
493,20240718,CFFEX
494,20240719,CFFEX
495,20240722,CFFEX
496,20240723,CFFEX
497,20240724,CFFEX
498,20240725,CFFEX
499,20240726,CFFEX
500,20240729,CFFEX
501,20240730,CFFEX
502,20240731,CFFEX
503,20240801,CFFEX
504,20240802,CFFEX
505,20240805,CFFEX
506,20240806,CFFEX
507,20240807,CFFEX
508,20240808,CFFEX
509,20240809,CFFEX
510,20240812,CFFEX
511,20240813,CFFEX
512,20240814,CFFEX
513,20240815,CFFEX
514,20240816,CFFEX
515,20240819,CFFEX
516,20240820,CFFEX
517,20240821,CFFEX
518,20240822,CFFEX
519,20240823,CFFEX
520,20240826,CFFEX
521,20240827,CFFEX
522,20240828,CFFEX
523,20240829,CFFEX
524,20240830,CFFEX
525,20240902,CFFEX
526,20240903,CFFEX
527,20240904,CFFEX
528,20240905,CFFEX
529,20240906,CFFEX
530,20240909,CFFEX
531,20240910,CFFEX
532,20240911,CFFEX
533,20240912,CFFEX
534,20240913,CFFEX
535,20240918,CFFEX
536,20240919,CFFEX
537,20240920,CFFEX
538,20240923,CFFEX
539,20240924,CFFEX
540,20240925,CFFEX
541,20240926,CFFEX
542,20240927,CFFEX
543,20240930,CFFEX
544,20241008,CFFEX
545,20241009,CFFEX
546,20241010,CFFEX
547,20241011,CFFEX
548,20241014,CFFEX
549,20241015,CFFEX
550,20241016,CFFEX
551,20241017,CFFEX
552,20241018,CFFEX
553,20241021,CFFEX
554,20241022,CFFEX
555,20241023,CFFEX
556,20241024,CFFEX
557,20241025,CFFEX
558,20241028,CFFEX
559,20241029,CFFEX
560,20241030,CFFEX
561,20241031,CFFEX
562,20241101,CFFEX
563,20241104,CFFEX
564,20241105,CFFEX
565,20241106,CFFEX
566,20241107,CFFEX
567,20241108,CFFEX
568,20241111,CFFEX
569,20241112,CFFEX
570,20241113,CFFEX
571,20241114,CFFEX
572,20241115,CFFEX
573,20241118,CFFEX
574,20241119,CFFEX
575,20241120,CFFEX
576,20241121,CFFEX
577,20241122,CFFEX
578,20241125,CFFEX
579,20241126,CFFEX
580,20241127,CFFEX
581,20241128,CFFEX
582,20241129,CFFEX
583,20241202,CFFEX
584,20241203,CFFEX
585,20241204,CFFEX
586,20241205,CFFEX
587,20241206,CFFEX
588,20241209,CFFEX
589,20241210,CFFEX
590,20241211,CFFEX
591,20241212,CFFEX
592,20241213,CFFEX
593,20241216,CFFEX
594,20241217,CFFEX
595,20241218,CFFEX
596,20241219,CFFEX
597,20241220,CFFEX
598,20241223,CFFEX
599,20241224,CFFEX
600,20241225,CFFEX
601,20241226,CFFEX
602,20241227,CFFEX
603,20241230,CFFEX
604,20241231,CFFEX
605,19910522,CZCE
606,20000609,SHFE
607,20160801,CFFEX
608,20010314,SHFE
609,20111102,DCE
610,20031106,CZCE
611,20020219,CZCE
612,20151113,CFFEX
613,20090616,CFFEX
614,20170807,CFFEX
615,19960508,CZCE
616,20110308,DCE
617,20000320,SHFE
618,19920901,SHFE
619,20031120,DCE
620,19940920,SHFE
621,19980520,SHFE
622,19920519,SHFE
623,19941205,SHFE
624,19950425,CZCE
625,20120301,SGE
626,19920611,SHFE
627,19990614,SHFE
628,20120809,CFFEX
629,20120413,SHFE
630,20170518,CZCE
631,20110125,SGE
632,20020928,DCE
633,20170302,CFFEX
634,19980828,DCE
635,19991213,SHFE
636,20120104,DCE
637,20110308,SGE
638,20000113,SHFE
639,19950619,SHFE
640,20130227,SGE
641,20000609,DCE
642,19940503,CZCE
643,19910529,CZCE
644,20000131,CZCE
645,19950306,DCE
646,19990713,CZCE
647,20030813,CZCE
648,20121017,DCE
649,19991222,CZCE
650,19950516,CZCE
651,20061214,CFFEX
652,19910523,CZCE
653,19930902,SHFE
654,20120314,CFFEX
655,20130319,SGE
656,20000918,CZCE
657,20030626,CZCE
658,20090106,CFFEX
659,20110725,DCE
660,19970814,DCE
661,19990709,SHFE
662,20160205,CZCE
663,20160725,SGE
664,20171113,SHFE
665,20080204,CFFEX
666,19971208,CZCE
667,20150513,CZCE
668,19921117,CZCE
669,20020904,SHFE
670,20070123,CFFEX
671,20001108,DCE
672,20010522,DCE
673,20080515,CFFEX
674,20000128,DCE
675,20000117,DCE
676,19980828,SHFE
677,19950921,DCE
678,20110822,CFFEX
679,20160309,CFFEX
680,19990630,DCE
681,20061222,CFFEX
682,20090302,CFFEX
683,20020416,DCE
684,20170112,CZCE
685,20111027,CFFEX
686,20110318,CFFEX
687,19910305,CZCE
688,19950815,DCE
689,19940225,CZCE
690,20161213,CFFEX
691,20130809,CFFEX
692,20020606,SHFE
693,19940830,SHFE
694,20161021,SHFE
695,20170719,DCE
696,20150812,CFFEX
697,20170214,DCE
698,19980923,CZCE
699,20070510,CFFEX
700,20020610,SHFE
701,20170816,CZCE
702,20120411,SGE
703,20010727,CZCE
704,19941214,DCE
705,20110712,CFFEX
706,19980901,SHFE
707,19910125,CZCE
708,19950516,SHFE
709,20170203,CFFEX
710,20020304,SHFE
711,19930830,SHFE
712,20111017,DCE
713,19970811,SHFE
714,19960712,CZCE
715,19970328,CZCE
716,20110516,CZCE
717,19920319,CZCE
718,20131218,SGE
719,19990210,SHFE
720,19951020,SHFE
721,20020926,DCE
722,19980107,DCE
723,19940303,CZCE
724,20160322,SGE
725,20111021,CFFEX
726,19930818,CZCE
727,19990615,SHFE
728,20110901,DCE
729,20130830,CFFEX
730,19970116,CZCE
731,20160512,CFFEX
732,20160804,DCE
733,20000410,CZCE
734,20150330,SGE
735,20150921,DCE
736,20131223,CFFEX
737,19991207,DCE
738,20160510,DCE
739,19991224,DCE
740,20170206,DCE
741,19970610,DCE
742,20170824,SHFE
743,19990407,DCE
744,20150803,CZCE
745,20110708,DCE
746,20110411,DCE
747,20030423,SHFE
748,20110527,DCE
749,20030729,DCE
750,20071023,CFFEX
751,19920428,SHFE
752,20130823,CZCE
753,20090403,CFFEX
754,20130422,CFFEX
755,20120410,DCE
756,19950712,CZCE
757,20120329,CFFEX
758,20170724,CFFEX
759,19960424,SHFE
760,20150527,SGE
761,19910423,CZCE
762,20150319,CFFEX
763,20130328,SHFE
764,19990623,CZCE
765,19920409,SHFE
766,20121227,CFFEX
767,20160825,SHFE
768,20130221,SHFE
769,19951109,DCE
770,19950117,SHFE
771,19940608,SHFE
772,20081225,CFFEX
773,20131025,CFFEX
774,19930922,SHFE
775,20130826,CFFEX
776,19940310,DCE
777,20030225,DCE
778,20000810,DCE
779,19961101,DCE
780,20111020,SHFE
781,20090910,CFFEX
782,20170209,DCE
783,19911225,CZCE
784,20030825,SHFE
785,19941223,SHFE
786,19940505,CZCE
787,20151201,CZCE
788,20151106,CFFEX
789,20120502,SHFE
790,20030610,DCE
791,20151222,SGE
792,20170825,CFFEX
793,20150821,CZCE
794,19990126,CZCE
795,19971021,DCE
796,19990819,CZCE
797,20090408,CFFEX
798,19990525,CZCE
799,20010404,CZCE
800,20001225,CZCE
801,20130527,CZCE
802,20021118,CZCE
803,19990820,CZCE
804,19971113,SHFE
805,20120830,CZCE
806,20160608,CZCE
807,20090527,CFFEX
808,20131115,SGE
809,19920408,SHFE
810,19960208,SHFE
811,20120305,CZCE
812,19980821,DCE
813,19970602,CZCE
814,20091202,CFFEX
815,19931006,SHFE
816,20120626,DCE
817,19950811,DCE
818,19960726,CZCE
819,20171120,CZCE
820,20160607,CZCE
821,20020607,CZCE
822,20160617,CZCE
823,20150924,SHFE
824,20170104,DCE
825,20160122,DCE
826,19910620,CZCE
827,19971216,DCE
828,20130410,SGE
829,20130403,SGE
830,20130805,CFFEX
831,20110209,DCE
832,20131126,DCE
833,20120711,CZCE
834,20170622,DCE
835,20161013,SGE
836,19960425,SHFE
837,19981123,DCE
838,19981231,CZCE
839,19910508,CZCE
840,20120906,SGE
841,20161108,CFFEX
842,20171016,SHFE
843,20161101,SGE
844,19981117,CZCE
845,19970910,CZCE
846,19920212,SHFE
847,20110315,DCE
848,20120816,SGE
849,19970708,SHFE
850,20160516,SGE
851,20011023,DCE
852,20110127,DCE
853,20000419,CZCE
854,20131011,SHFE
855,20000524,SHFE
856,19940819,DCE
857,20010802,SHFE
858,20020409,SHFE
859,19940620,CZCE
860,20171227,SHFE
861,20151130,SHFE
862,20250102,INE
863,20250103,INE
864,20250106,INE
865,20250107,INE
866,20250108,INE
867,20250109,INE
868,20250110,INE
869,20250113,INE
870,20250114,INE
871,20250115,INE
872,20250116,INE
873,20250117,INE
874,20250120,INE
875,20250121,INE
876,20250122,INE
877,20250123,INE
878,20250124,INE
879,20250127,INE
880,20250204,INE
881,20250205,INE
882,20250206,INE
883,20250207,INE
884,20250210,INE
885,20250211,INE
886,20250212,INE
887,20250213,INE
888,20250214,INE
889,20250217,INE
890,20250218,INE
891,20250219,INE
892,20250220,INE
893,20250221,INE
894,20250224,INE
895,20250225,INE
896,20250226,INE
897,20250227,INE
898,20250228,INE
899,20250303,INE
900,20250304,INE
901,20250305,INE
902,20250306,INE
903,20250307,INE
904,20250310,INE
905,20250311,INE
906,20250312,INE
907,20250313,INE
908,20250314,INE
909,20250317,INE
910,20250318,INE
911,20250319,INE
912,20250320,INE
913,20250321,INE
914,20250324,INE
915,20250325,INE
916,20250326,INE
917,20250327,INE
918,20250328,INE
919,20250331,INE
920,20250401,INE
921,20250402,INE
922,20250403,INE
923,20250407,INE
924,20250408,INE
925,20250409,INE
926,20250410,INE
927,20250411,INE
928,20250414,INE
929,20250415,INE
930,20250416,INE
931,20250417,INE
932,20250418,INE
933,20250421,INE
934,20250422,INE
935,20250423,INE
936,20250424,INE
937,20250425,INE
938,20250428,INE
939,20250429,INE
940,20250430,INE
941,20250502,INE
942,20250505,INE
943,20250506,INE
944,20250507,INE
945,20250508,INE
946,20250509,INE
947,20250512,INE
948,20250513,INE
949,20250514,INE
950,20250515,INE
951,20250516,INE
952,20250519,INE
953,20250520,INE
954,20250521,INE
955,20250522,INE
956,20250523,INE
957,20250526,INE
958,20250527,INE
959,20250528,INE
960,20250529,INE
961,20250530,INE
962,20250602,INE
963,20250603,INE
964,20250604,INE
965,20250605,INE
966,20250606,INE
967,20250609,INE
968,20250610,INE
969,20250611,INE
970,20250612,INE
971,20250613,INE
972,20250616,INE
973,20250617,INE
974,20250618,INE
975,20250619,INE
976,20250620,INE
977,20250623,INE
978,20250624,INE
979,20250625,INE
980,20250626,INE
981,20250627,INE
982,20250630,INE
983,20250701,INE
984,20250702,INE
985,20250703,INE
986,20250704,INE
987,20250707,INE
988,20250708,INE
989,20250709,INE
990,20250710,INE
991,20250711,INE
992,20250714,INE
993,20250715,INE
994,20250716,INE
995,20250717,INE
996,20250718,INE
997,20250721,INE
998,20250722,INE
999,20250723,INE
1000,20250724,INE
1001,20250725,INE
1002,20250728,INE
1003,20250729,INE
1004,20250730,INE
1005,20250731,INE
1006,20250801,INE
1007,20250804,INE
1008,20250805,INE
1009,20250806,INE
1010,20250807,INE
1011,20250808,INE
1012,20250811,INE
1013,20250812,INE
1014,20250813,INE
1015,20250814,INE
1016,20250815,INE
1017,20250818,INE
1018,20250819,INE
1019,20250820,INE
1020,20250821,INE
1021,20250822,INE
1022,20250825,INE
1023,20250826,INE
1024,20250827,INE
1025,20250828,INE
1026,20250829,INE
1027,20250901,INE
1028,20250902,INE
1029,20250903,INE
1030,20250904,INE
1031,20250905,INE
1032,20250908,INE
1033,20250909,INE
1034,20250910,INE
1035,20250911,INE
1036,20250912,INE
1037,20250915,INE
1038,20250916,INE
1039,20250917,INE
1040,20250918,INE
1041,20250919,INE
1042,20250922,INE
1043,20250923,INE
1044,20250924,INE
1045,20250925,INE
1046,20250926,INE
1047,20250929,INE
1048,20250930,INE
1049,20251008,INE
1050,20251009,INE
1051,20251010,INE
1052,20251013,INE
1053,20251014,INE
1054,20251015,INE
1055,20251016,INE
1056,20251017,INE
1057,20251020,INE
1058,20251021,INE
1059,20251022,INE
1060,20251023,INE
1061,20251024,INE
1062,20251027,INE
1063,20251028,INE
1064,20251029,INE
1065,20251030,INE
1066,20251031,INE
1067,20251103,INE
1068,20251104,INE
1069,20251105,INE
1070,20251106,INE
1071,20251107,INE
1072,20251110,INE
1073,20251111,INE
1074,20251112,INE
1075,20251113,INE
1076,20251114,INE
1077,20251117,INE
1078,20251118,INE
1079,20251119,INE
1080,20251120,INE
1081,20251121,INE
1082,20251124,INE
1083,20251125,INE
1084,20251126,INE
1085,20251127,INE
1086,20251128,INE
1087,20251201,INE
1088,20251202,INE
1089,20251203,INE
1090,20251204,INE
1091,20251205,INE
1092,20251208,INE
1093,20251209,INE
1094,20251210,INE
1095,20251211,INE
1096,20251212,INE
1097,20251215,INE
1098,20251216,INE
1099,20251217,INE
1100,20251218,INE
1101,20251219,INE
1102,20251222,INE
1103,20251223,INE
1104,20251224,INE
1105,20251225,INE
1106,20251226,INE
1107,20251229,INE
1108,20251230,INE
1109,20251231,INE
1110,19950814,DCE
1111,20131009,CFFEX
1112,20160104,DCE
1113,20000517,SHFE
1114,19980812,CZCE
1115,19990324,CZCE
1116,20160930,CFFEX
1117,19930812,CZCE
1118,19910605,CZCE
1119,19941222,CZCE
1120,20120322,SHFE
1121,20160512,SGE
1122,20000324,CZCE
1123,20020802,CZCE
1124,20020806,SHFE
1125,19960910,SHFE
1126,20160314,DCE
1127,20150818,CZCE
1128,20170123,CFFEX
1129,19970819,SHFE
1130,20130508,DCE
1131,19921204,CZCE
1132,20160913,DCE
1133,19971125,SHFE
1134,20150114,CZCE
1135,20150430,SHFE
1136,19950829,SHFE
1137,19921118,SHFE
1138,20000424,SHFE
1139,20110810,CFFEX
1140,20130412,SHFE
1141,19920814,SHFE
1142,19961223,CZCE
1143,19940425,CZCE
1144,20121228,DCE
1145,20021022,DCE
1146,19980813,SHFE
1147,20170310,DCE
1148,19981230,DCE
1149,19930312,DCE
1150,20151223,DCE
1151,20130201,DCE
1152,20160418,SGE
1153,20110929,DCE
1154,20170609,CZCE
1155,20120927,SGE
1156,19950609,DCE
1157,20171013,CFFEX
1158,20070227,CFFEX
1159,20130528,DCE
1160,20150611,DCE
1161,20020627,CZCE
1162,19951031,CZCE
1163,20030929,CZCE
1164,20121024,SHFE
1165,20150611,CZCE
1166,20151112,DCE
1167,20151015,SGE
1168,20160321,SHFE
1169,20160829,SHFE
1170,20130114,DCE
1171,20070319,CFFEX
1172,20121227,DCE
1173,20161019,SGE
1174,20030113,SHFE
1175,19930908,CZCE
1176,19990420,SHFE
1177,20150723,DCE
1178,20111230,SGE
1179,19920311,CZCE
1180,20130808,SGE
1181,19941103,DCE
1182,19960306,DCE
1183,20010904,CZCE
1184,20130809,SGE
1185,20000731,CZCE
1186,20090515,CFFEX
1187,20071016,CFFEX
1188,20150216,CFFEX
1189,20030916,CZCE
1190,20020911,DCE
1191,20000418,CZCE
1192,19930129,SHFE
1193,20121119,SHFE
1194,20000613,SHFE
1195,19990625,SHFE
1196,20090828,CFFEX
1197,19950822,CZCE
1198,19971103,SHFE
1199,20030224,CZCE
1200,20151020,CFFEX
1201,20150306,DCE
1202,19981111,CZCE
1203,19960513,DCE
1204,20161013,SHFE
1205,19960108,DCE
1206,19940825,SHFE
1207,19991123,CZCE
1208,19970512,CZCE
1209,20010405,DCE
1210,19960208,DCE
1211,20021129,DCE
1212,20110216,SGE
1213,19971117,SHFE
1214,19940405,SHFE
1215,19990108,CZCE
1216,19950216,DCE
1217,19910710,CZCE
1218,20030929,DCE
1219,20120215,SGE
1220,20081125,CFFEX
1221,20030718,DCE
1222,20110104,SGE
1223,20130226,DCE
1224,20160927,CFFEX
1225,19990112,DCE
1226,19950901,CZCE
1227,19930917,CZCE
1228,19920103,SHFE
1229,20160727,SHFE
1230,20070109,CFFEX
1231,19961028,SHFE
1232,20020705,SHFE
1233,20120416,CZCE
1234,20110811,DCE
1235,20120808,SHFE
1236,19950215,CZCE
1237,19941213,SHFE
1238,20110523,CFFEX
1239,20121114,SGE
1240,20030702,SHFE
1241,20120709,SGE
1242,20031029,SHFE
1243,19921006,CZCE
1244,20161031,DCE
1245,19910822,CZCE
1246,20160510,CFFEX
1247,19980917,SHFE
1248,20110801,CFFEX
1249,19980720,DCE
1250,19931015,SHFE
1251,19910205,CZCE
1252,20111011,SGE
1253,20170215,CZCE
1254,19941202,CZCE
1255,20160428,CZCE
1256,19970730,SHFE
1257,19920921,SHFE
1258,20021115,DCE
1259,20110624,CFFEX
1260,19980806,CZCE
1261,20031107,DCE
1262,19980303,SHFE
1263,20020513,DCE
1264,20160519,CZCE
1265,19940830,DCE
1266,20110928,DCE
1267,20080516,CFFEX
1268,20160125,SGE
1269,20020318,CZCE
1270,20000925,SHFE
1271,19931013,DCE
1272,19960726,SHFE
1273,20110607,CFFEX
1274,20120319,DCE
1275,20011213,CZCE
1276,20111020,CFFEX
1277,20120425,CZCE
1278,20000308,CZCE
1279,19960905,DCE
1280,20150122,SHFE
1281,20110701,CFFEX
1282,20120426,CZCE
1283,20110407,CFFEX
1284,20010305,CZCE
1285,19960820,DCE
1286,20090202,CFFEX
1287,19951011,CZCE
1288,19971202,CZCE
1289,20160705,CFFEX
1290,19950315,DCE
1291,20111124,SHFE
1292,19940607,SHFE
1293,20170407,CZCE
1294,19911105,SHFE
1295,19970106,CZCE
1296,20080523,CFFEX
