,TRADE_DAYS,S_INFO_EXCHMARKET
11520,20230227,CZCE
11521,20230228,CZCE
11522,20230301,CZCE
11523,20230302,CZCE
11524,20230303,CZCE
11525,20230306,CZCE
11526,20230307,CZCE
11527,20230308,CZCE
11528,20230309,CZCE
11529,20230310,CZCE
11530,20230313,CZCE
11531,20230314,CZCE
11532,20230315,CZCE
11533,20230316,CZCE
11534,20230317,CZCE
11535,20230320,CZCE
11536,20230321,CZCE
11537,20230322,CZCE
11538,20230323,CZCE
11539,20230324,CZCE
11540,20230327,CZCE
11541,20230328,CZCE
11542,20230329,CZCE
11543,20230330,CZCE
11544,20230331,CZCE
11545,20230403,CZCE
11546,20230404,CZCE
11547,20230406,CZCE
11548,20230407,CZCE
11549,20230410,CZCE
11550,20230411,CZCE
11551,20230412,CZCE
11552,20230413,CZCE
11553,20230414,CZCE
11554,20230417,CZCE
11555,20230418,CZCE
11556,20230419,CZCE
11557,20230420,CZCE
11558,20230421,CZCE
11559,20230424,CZCE
11560,20230425,CZCE
11561,20230426,CZCE
11562,20230427,CZCE
11563,20230428,CZCE
11564,20230504,CZCE
11565,20230505,CZCE
11566,20230508,CZCE
11567,20230509,CZCE
11568,20230510,CZCE
11569,20230511,CZCE
11570,20230512,CZCE
11571,20230515,CZCE
11572,20230516,CZCE
11573,20230517,CZCE
11574,20230518,CZCE
11575,20230519,CZCE
11576,20230522,CZCE
11577,20230523,CZCE
11578,20230524,CZCE
11579,20230525,CZCE
11580,20230526,CZCE
11581,20230529,CZCE
11582,20230530,CZCE
11583,20230531,CZCE
11584,20230601,CZCE
11585,20230602,CZCE
11586,20230605,CZCE
11587,20230606,CZCE
11588,20230607,CZCE
11589,20230608,CZCE
11590,20230609,CZCE
11591,20230612,CZCE
11592,20230613,CZCE
11593,20230614,CZCE
11594,20230615,CZCE
11595,20230616,CZCE
11596,20230619,CZCE
11597,20230620,CZCE
11598,20230621,CZCE
11599,20230626,CZCE
11600,20230627,CZCE
11601,20230628,CZCE
11602,20230629,CZCE
11603,20230630,CZCE
11604,20230703,CZCE
11605,20230704,CZCE
11606,20230705,CZCE
11607,20230706,CZCE
11608,20230707,CZCE
11609,20230710,CZCE
11610,20230711,CZCE
11611,20230712,CZCE
11612,20230713,CZCE
11613,20230714,CZCE
11614,20230717,CZCE
11615,20230718,CZCE
11616,20230719,CZCE
11617,20230720,CZCE
11618,20230721,CZCE
11619,20230724,CZCE
11620,20230725,CZCE
11621,20230726,CZCE
11622,20230727,CZCE
11623,20230728,CZCE
11624,20230731,CZCE
11625,20230801,CZCE
11626,20230802,CZCE
11627,20230803,CZCE
11628,20230804,CZCE
11629,20230807,CZCE
11630,20230808,CZCE
11631,20230809,CZCE
11632,20230810,CZCE
11633,20230811,CZCE
11634,20230814,CZCE
11635,20230815,CZCE
11636,20230816,CZCE
11637,20230817,CZCE
11638,20230818,CZCE
11639,20230821,CZCE
11640,20230822,CZCE
11641,20230823,CZCE
11642,20230824,CZCE
11643,20230825,CZCE
11644,20230828,CZCE
11645,20230829,CZCE
11646,20230830,CZCE
11647,20230831,CZCE
11648,20230901,CZCE
11649,20230904,CZCE
11650,20230905,CZCE
11651,20230906,CZCE
11652,20230907,CZCE
11653,20230908,CZCE
11654,20230911,CZCE
11655,20230912,CZCE
11656,20230913,CZCE
11657,20230914,CZCE
11658,20230915,CZCE
11659,20230918,CZCE
11660,20230919,CZCE
11661,20230920,CZCE
11662,20230921,CZCE
11663,20230922,CZCE
11664,20230925,CZCE
11665,20230926,CZCE
11666,20230927,CZCE
11667,20230928,CZCE
11668,20231009,CZCE
11669,20231010,CZCE
11670,20231011,CZCE
11671,20231012,CZCE
11672,20231013,CZCE
11673,20231016,CZCE
11674,20231017,CZCE
11675,20231018,CZCE
11676,20231019,CZCE
11677,20231020,CZCE
11678,20231023,CZCE
11679,20231024,CZCE
11680,20231025,CZCE
11681,20231026,CZCE
11682,20231027,CZCE
11683,20231030,CZCE
11684,20231031,CZCE
11685,20231101,CZCE
11686,20231102,CZCE
11687,20231103,CZCE
11688,20231106,CZCE
11689,20231107,CZCE
11690,20231108,CZCE
11691,20231109,CZCE
11692,20231110,CZCE
11693,20231113,CZCE
11694,20231114,CZCE
11695,20231115,CZCE
11696,20231116,CZCE
11697,20231117,CZCE
11698,20231120,CZCE
11699,20231121,CZCE
11700,20231122,CZCE
11701,20231123,CZCE
11702,20231124,CZCE
11703,20231127,CZCE
11704,20231128,CZCE
11705,20231129,CZCE
11706,20231130,CZCE
11707,20231201,CZCE
11708,20231204,CZCE
11709,20231205,CZCE
11710,20231206,CZCE
11711,20231207,CZCE
11712,20231208,CZCE
11713,20231211,CZCE
11714,20231212,CZCE
11715,20231213,CZCE
11716,20231214,CZCE
11717,20231215,CZCE
11718,20231218,CZCE
11719,20231219,CZCE
11720,20231220,CZCE
11721,20231221,CZCE
11722,20231222,CZCE
11723,20231225,CZCE
11724,20231226,CZCE
11725,20231227,CZCE
11726,20231228,CZCE
11727,20231229,CZCE
11728,20130110,SGE
11729,20010816,DCE
11730,20151211,CFFEX
11731,20160226,CZCE
11732,19980805,CZCE
11733,20130315,CFFEX
11734,20120327,CZCE
11735,20151009,DCE
11736,20121017,CFFEX
11737,19941031,DCE
11738,20120914,SHFE
11739,20111220,SGE
11740,19940224,SHFE
11741,20170802,CZCE
11742,20110829,SGE
11743,20120827,CFFEX
11744,19950224,CZCE
11745,20120203,DCE
11746,20111222,SGE
11747,19930809,DCE
11748,19950329,SHFE
11749,19980518,SHFE
11750,20150703,DCE
11751,20161116,SHFE
11752,19930604,SHFE
11753,20160818,CFFEX
11754,20111031,CZCE
11755,19901112,CZCE
11756,20170921,SHFE
11757,19980304,DCE
11758,20121225,CFFEX
11759,19920706,SHFE
11760,19950802,DCE
11761,20150107,SGE
11762,20170110,CZCE
11763,20130807,CFFEX
11764,20130508,SHFE
11765,20100115,CFFEX
11766,19930816,CZCE
11767,20130709,SGE
11768,19911101,CZCE
11769,20000626,DCE
11770,19960118,CZCE
11771,20110125,CFFEX
11772,19980417,CZCE
11773,19940412,DCE
11774,20120904,CZCE
11775,19920422,SHFE
11776,19980310,SHFE
11777,19920623,CZCE
11778,20150722,SHFE
11779,19990923,SHFE
11780,19970703,DCE
11781,20150206,CFFEX
11782,19930920,CZCE
11783,19950817,DCE
11784,20160121,CZCE
11785,20130122,CFFEX
11786,20020405,SHFE
11787,20170615,CZCE
11788,20120111,SHFE
11789,19940118,DCE
11790,20030903,SHFE
11791,19941107,DCE
11792,19980622,SHFE
11793,20111115,DCE
11794,20160411,SHFE
11795,20170816,CFFEX
11796,20010516,DCE
11797,19970916,DCE
11798,19970904,CZCE
11799,19980227,CZCE
11800,20000619,DCE
11801,19930625,SHFE
11802,19940617,DCE
11803,20010524,CZCE
11804,20030926,CZCE
11805,19960830,CZCE
11806,20150106,DCE
11807,20130417,SHFE
11808,20010808,DCE
11809,20130802,SGE
11810,19930609,SHFE
11811,20000217,DCE
11812,20110623,DCE
11813,20020107,DCE
11814,19930906,DCE
11815,19980522,SHFE
11816,20111026,CFFEX
11817,20010529,DCE
11818,20000330,CZCE
11819,20030106,DCE
11820,20150202,CZCE
11821,20001019,SHFE
11822,20120524,CZCE
11823,19960606,SHFE
11824,20000214,DCE
11825,20020529,DCE
11826,19960305,SHFE
11827,19940704,DCE
11828,20161017,SHFE
11829,19981109,CZCE
11830,20170207,CZCE
11831,19910607,CZCE
11832,20121206,SHFE
11833,20131218,CFFEX
11834,20120627,CZCE
11835,20171220,CZCE
11836,20010102,DCE
11837,19920320,SHFE
11838,19950605,CZCE
11839,20131217,SHFE
11840,20110321,SHFE
11841,20130924,DCE
11842,19991028,DCE
11843,20110930,SHFE
11844,19930920,DCE
11845,19911219,CZCE
11846,20151022,CZCE
11847,19960719,SHFE
11848,20031211,DCE
11849,19951214,CZCE
11850,20131015,DCE
11851,20170223,DCE
11852,19960905,CZCE
11853,19990803,DCE
11854,20010820,DCE
11855,19960816,DCE
11856,20130816,DCE
11857,20160805,CFFEX
11858,19940628,CZCE
11859,20030324,CZCE
11860,20010625,DCE
11861,20161219,CZCE
11862,19940523,DCE
11863,19991108,CZCE
11864,19940802,DCE
11865,20150129,SGE
11866,19960821,SHFE
11867,19960418,SHFE
11868,19930331,SHFE
11869,20000403,CZCE
11870,20150511,DCE
11871,20110915,CZCE
11872,19980318,DCE
11873,19951121,CZCE
11874,20151123,SHFE
11875,20030708,DCE
11876,20160808,SHFE
11877,20130731,CZCE
11878,20000927,CZCE
11879,20020621,SHFE
11880,19980120,CZCE
11881,20150819,DCE
11882,19940615,CZCE
11883,19940923,DCE
11884,19910118,CZCE
11885,20130530,SGE
11886,20160901,CZCE
11887,20120716,DCE
11888,20160727,DCE
11889,19920129,CZCE
11890,19950717,SHFE
11891,20170317,CFFEX
11892,20151230,CZCE
11893,20131220,DCE
11894,20170823,SHFE
11895,20150504,SGE
11896,20171020,CZCE
11897,19990526,DCE
11898,20171213,CFFEX
11899,20131224,SGE
11900,20150413,CFFEX
11901,19950602,DCE
11902,19990603,DCE
11903,20171211,DCE
11904,20120328,SHFE
11905,19930727,DCE
11906,19990512,SHFE
11907,20110512,CZCE
11908,20110629,SHFE
11909,20030124,SHFE
11910,19991207,CZCE
11911,20011228,SHFE
11912,20150427,CFFEX
11913,19980708,DCE
11914,19960131,CZCE
11915,19950823,CZCE
11916,20120503,SGE
11917,20111102,SHFE
11918,20150914,DCE
11919,20161205,SHFE
11920,20150831,DCE
11921,20170227,SHFE
11922,19940718,DCE
11923,20010110,SHFE
11924,20120319,CFFEX
11925,20161027,SHFE
11926,19931214,CZCE
11927,20160721,CZCE
11928,20170804,CFFEX
11929,19981224,DCE
11930,20010322,CZCE
11931,19910916,CZCE
11932,20080512,CFFEX
11933,20170420,CZCE
11934,20080723,CFFEX
11935,19990427,SHFE
11936,19940824,DCE
11937,19980226,DCE
11938,20131227,CZCE
11939,20151026,SGE
11940,20151117,CFFEX
11941,20131113,CZCE
11942,20030805,SHFE
11943,19941220,SHFE
11944,19931130,SHFE
11945,20130107,CZCE
11946,20171115,CFFEX
11947,19940421,CZCE
11948,20061207,CFFEX
11949,19910627,CZCE
11950,20110608,SGE
11951,19980924,SHFE
11952,20031013,CZCE
11953,20120229,DCE
11954,19970307,DCE
11955,20081120,CFFEX
11956,19980825,SHFE
11957,20030228,SHFE
11958,19951201,CZCE
11959,19971218,SHFE
11960,20160518,SGE
11961,19950926,CZCE
11962,19911202,SHFE
11963,19980219,SHFE
11964,20111229,CZCE
11965,19950707,DCE
11966,20010223,CZCE
11967,20030422,CZCE
11968,19990507,CZCE
11969,20150827,SHFE
11970,20000720,SHFE
11971,20160715,CFFEX
11972,20110323,CFFEX
11973,20030731,CZCE
11974,19990907,SHFE
11975,19971022,SHFE
11976,20011112,DCE
11977,20170224,SHFE
11978,20020226,CZCE
11979,20010830,CZCE
11980,20110520,CZCE
11981,19940609,SHFE
11982,20150619,DCE
11983,20161020,SHFE
11984,19920124,SHFE
11985,20110224,CFFEX
11986,20020731,DCE
11987,19990209,DCE
11988,20150312,DCE
11989,20020808,SHFE
11990,20010109,CZCE
11991,20090415,CFFEX
11992,20000104,DCE
11993,19930330,CZCE
11994,20170224,CFFEX
11995,19931222,CZCE
11996,20171101,CZCE
11997,20010605,CZCE
11998,20160829,SGE
11999,19940331,SHFE
12000,19910711,SHFE
12001,20090826,CFFEX
12002,20150917,SHFE
12003,20070411,CFFEX
12004,20000825,DCE
12005,20120730,CZCE
12006,20171110,SHFE
12007,20061130,CFFEX
12008,20120713,SHFE
12009,20130614,CZCE
12010,20161108,CZCE
12011,19960412,DCE
12012,20130503,SGE
12013,20000922,DCE
12014,20010307,SHFE
12015,19970402,CZCE
12016,20130913,CFFEX
12017,20031020,SHFE
12018,20120801,CFFEX
12019,19970828,SHFE
12020,20111212,SGE
12021,20000622,SHFE
12022,20150318,DCE
12023,20130306,SHFE
12024,20120319,SGE
12025,20001215,SHFE
12026,19961107,DCE
12027,19990910,CZCE
12028,19910816,SHFE
12029,19920102,CZCE
12030,20011115,SHFE
12031,20110830,SGE
12032,19930511,CZCE
12033,19961106,CZCE
12034,20001115,CZCE
12035,19950327,CZCE
12036,20171030,CFFEX
12037,20081202,CFFEX
12038,20150401,CFFEX
12039,20150803,CFFEX
12040,20110721,CZCE
12041,19960517,DCE
12042,19930401,SHFE
12043,19941019,SHFE
12044,20090210,CFFEX
12045,19960927,CZCE
12046,20001214,CZCE
12047,20030725,CZCE
12048,20010228,CZCE
12049,19981012,SHFE
12050,19990128,CZCE
12051,20111111,CZCE
12052,20130724,DCE
12053,20160913,SHFE
12054,20150923,SGE
12055,20010817,SHFE
12056,20120731,SHFE
12057,20150416,DCE
12058,20160920,SHFE
12059,20150120,CFFEX
12060,20150511,CFFEX
12061,20120703,SGE
12062,19930201,CZCE
12063,20170113,SHFE
12064,20120801,DCE
12065,19990903,CZCE
12066,19990226,SHFE
12067,20130814,CFFEX
12068,20151214,SGE
12069,20030616,CZCE
12070,19980706,CZCE
12071,20170815,DCE
12072,19940325,SHFE
12073,20110215,SHFE
12074,20130813,DCE
12075,19960424,DCE
12076,19940622,CZCE
12077,20161026,SGE
12078,20000307,SHFE
12079,19950802,SHFE
12080,19980714,SHFE
12081,20010727,DCE
12082,19950417,DCE
12083,20160725,CFFEX
12084,19951025,CZCE
12085,20030213,DCE
12086,19930204,SHFE
12087,20170315,CZCE
12088,20130308,CZCE
12089,19930209,CZCE
12090,19991111,CZCE
12091,20161222,CFFEX
12092,19960920,DCE
12093,19971209,SHFE
12094,20160630,CFFEX
12095,20130116,SGE
12096,20131126,CFFEX
12097,20150506,DCE
12098,19960802,CZCE
12099,19960124,SHFE
12100,19990412,DCE
12101,20131118,SHFE
12102,19950315,SHFE
12103,20121114,CFFEX
12104,19920818,CZCE
12105,19970813,CZCE
12106,20150911,SGE
12107,20120827,SGE
12108,20000225,DCE
12109,20080218,CFFEX
12110,20120424,DCE
12111,19950321,CZCE
12112,19960105,DCE
12113,20130415,SHFE
12114,20011226,DCE
12115,19950809,SHFE
12116,20150311,CFFEX
12117,20130417,SGE
12118,20130304,CZCE
12119,20010716,CZCE
12120,20120928,SGE
12121,19950920,SHFE
12122,20160204,CZCE
12123,20011011,DCE
12124,19920403,CZCE
12125,20020703,CZCE
12126,19970305,SHFE
12127,20120809,DCE
12128,20120120,CZCE
12129,19940602,DCE
12130,20120718,SHFE
12131,19980818,CZCE
12132,19920325,SHFE
12133,19980629,CZCE
12134,20010219,DCE
12135,20030915,DCE
12136,20021227,CZCE
12137,19980105,CZCE
12138,20010523,CZCE
12139,20130815,CZCE
12140,19931109,DCE
12141,20120323,SGE
12142,19980831,SHFE
12143,20170914,CFFEX
12144,20161121,CFFEX
12145,19920224,CZCE
12146,20150109,CZCE
12147,20110603,SGE
12148,19970403,DCE
12149,19930709,SHFE
12150,19920803,CZCE
12151,20170106,CZCE
12152,19950615,DCE
12153,20160419,DCE
12154,20130801,CFFEX
12155,20160613,CFFEX
12156,20131126,CZCE
12157,20121109,DCE
12158,20021118,SHFE
12159,20160721,DCE
12160,20130523,CFFEX
12161,20130329,SHFE
12162,19960903,CZCE
12163,20081028,CFFEX
12164,19921201,CZCE
12165,20170216,CZCE
12166,19930513,SHFE
12167,19970310,CZCE
12168,20010530,CZCE
12169,20160113,DCE
12170,20100310,CFFEX
12171,20020129,SHFE
12172,20131105,CZCE
12173,20131205,DCE
12174,19960415,CZCE
12175,19910605,SHFE
12176,19980323,SHFE
12177,20031203,SHFE
12178,19901025,CZCE
12179,20031215,DCE
12180,20170802,DCE
12181,20080827,CFFEX
12182,20150708,SHFE
12183,20110112,SHFE
12184,20121102,DCE
12185,20120406,CFFEX
12186,20031106,DCE
12187,20020221,CZCE
12188,19910903,CZCE
12189,19960730,CZCE
12190,20131216,DCE
12191,19980217,DCE
12192,20130607,DCE
12193,20001222,CZCE
12194,20160524,SHFE
12195,20000713,CZCE
12196,20121114,CZCE
12197,20151116,SGE
12198,19990114,DCE
12199,19920821,CZCE
12200,19911203,CZCE
12201,20121018,DCE
12202,20010803,SHFE
12203,20130108,CZCE
12204,19990705,CZCE
12205,19980309,SHFE
12206,19980617,SHFE
12207,20120802,SGE
12208,19971107,CZCE
12209,19941011,CZCE
12210,19950206,SHFE
12211,19961021,SHFE
12212,19950927,CZCE
12213,20020514,SHFE
12214,19911017,CZCE
12215,19930323,DCE
12216,19910308,CZCE
12217,20110718,DCE
12218,19961231,CZCE
12219,19961004,CZCE
12220,19930730,SHFE
12221,20110630,CFFEX
12222,20170616,CFFEX
12223,20021107,SHFE
12224,20130603,CZCE
12225,20111227,SGE
12226,20110607,DCE
12227,20010907,SHFE
12228,19990308,SHFE
12229,20121128,CZCE
12230,20161222,SGE
12231,19971006,DCE
12232,19920429,CZCE
12233,19970625,CZCE
12234,19901121,CZCE
12235,20111026,SGE
12236,20111202,SHFE
12237,20081217,CFFEX
12238,19921209,SHFE
12239,19990906,SHFE
12240,20120806,SGE
12241,20130909,SGE
12242,19930510,CZCE
12243,20110127,SGE
12244,19970606,SHFE
12245,20120801,SHFE
12246,20170522,DCE
12247,20110929,CZCE
12248,20010608,DCE
12249,20120207,CZCE
12250,19931028,DCE
12251,20171124,DCE
12252,20011115,CZCE
12253,20010815,SHFE
12254,20000627,DCE
12255,19931007,SHFE
12256,20171108,SHFE
12257,19961118,CZCE
12258,20160323,SHFE
12259,20110221,SGE
12260,20030910,CZCE
12261,20120828,DCE
12262,20000110,CZCE
12263,20161221,SHFE
12264,19960429,CZCE
12265,20130807,SHFE
12266,20121205,CZCE
12267,20111216,SHFE
12268,20131213,SGE
12269,20150612,CFFEX
12270,20160304,CFFEX
12271,20151105,DCE
12272,20110908,CFFEX
12273,20160304,SGE
12274,19990428,DCE
12275,20110607,SHFE
12276,19981130,DCE
12277,19960207,DCE
12278,19960607,CZCE
12279,20170612,CFFEX
12280,20110907,SHFE
12281,20130521,DCE
12282,20110317,CZCE
12283,19970729,CZCE
12284,19920427,CZCE
12285,19960830,DCE
12286,19971016,CZCE
12287,20220104,DCE
12288,20220105,DCE
12289,20220106,DCE
12290,20220107,DCE
12291,20220110,DCE
12292,20220111,DCE
12293,20220112,DCE
12294,20220113,DCE
12295,20220114,DCE
12296,20220117,DCE
12297,20220118,DCE
12298,20220119,DCE
12299,20220120,DCE
12300,20220121,DCE
12301,20220124,DCE
12302,20220125,DCE
12303,20220126,DCE
12304,20220127,DCE
12305,20220128,DCE
12306,20220207,DCE
12307,20220208,DCE
12308,20220209,DCE
12309,20220210,DCE
12310,20220211,DCE
12311,20220214,DCE
12312,20220215,DCE
12313,20220216,DCE
12314,20220217,DCE
12315,20220218,DCE
12316,20220221,DCE
12317,20220222,DCE
12318,20220223,DCE
12319,20220224,DCE
12320,20220225,DCE
12321,20220228,DCE
12322,20220301,DCE
12323,20220302,DCE
12324,20220303,DCE
12325,20220304,DCE
12326,20220307,DCE
12327,20220308,DCE
12328,20220309,DCE
12329,20220310,DCE
12330,20220311,DCE
12331,20220314,DCE
12332,20220315,DCE
12333,20220316,DCE
12334,20220317,DCE
12335,20220318,DCE
12336,20220321,DCE
12337,20220322,DCE
12338,20220323,DCE
12339,20220324,DCE
12340,20220325,DCE
12341,20220328,DCE
12342,20220329,DCE
12343,20220330,DCE
12344,20220331,DCE
12345,20220401,DCE
12346,20220406,DCE
12347,20220407,DCE
12348,20220408,DCE
12349,20220411,DCE
12350,20220412,DCE
12351,20220413,DCE
12352,20220414,DCE
12353,20220415,DCE
12354,20220418,DCE
12355,20220419,DCE
12356,20220420,DCE
12357,20220421,DCE
12358,20220422,DCE
12359,20220425,DCE
12360,20220426,DCE
12361,20220427,DCE
12362,20220428,DCE
12363,20220429,DCE
12364,20220505,DCE
12365,20220506,DCE
12366,20220509,DCE
12367,20220510,DCE
12368,20220511,DCE
12369,20220512,DCE
12370,20220513,DCE
12371,20220516,DCE
12372,20220517,DCE
12373,20220518,DCE
12374,20220519,DCE
12375,20220520,DCE
12376,20220523,DCE
12377,20220524,DCE
12378,20220525,DCE
12379,20220526,DCE
12380,20220527,DCE
12381,20220530,DCE
12382,20220531,DCE
12383,20220601,DCE
12384,20220602,DCE
12385,20220606,DCE
12386,20220607,DCE
12387,20220608,DCE
12388,20220609,DCE
12389,20220610,DCE
12390,20220613,DCE
12391,20220614,DCE
12392,20220615,DCE
12393,20220616,DCE
12394,20220617,DCE
12395,20220620,DCE
12396,20220621,DCE
12397,20220622,DCE
12398,20220623,DCE
12399,20220624,DCE
12400,20220627,DCE
12401,20220628,DCE
12402,20220629,DCE
12403,20220630,DCE
12404,20220701,DCE
12405,20220704,DCE
12406,20220705,DCE
12407,20220706,DCE
12408,20220707,DCE
12409,20220708,DCE
12410,20220711,DCE
12411,20220712,DCE
12412,20220713,DCE
12413,20220714,DCE
12414,20220715,DCE
12415,20220718,DCE
12416,20220719,DCE
12417,20220720,DCE
12418,20220721,DCE
12419,20220722,DCE
12420,20220725,DCE
12421,20220726,DCE
12422,20220727,DCE
12423,20220728,DCE
12424,20220729,DCE
12425,20220801,DCE
12426,20220802,DCE
12427,20220803,DCE
12428,20220804,DCE
12429,20220805,DCE
12430,20220808,DCE
12431,20220809,DCE
12432,20220810,DCE
12433,20220811,DCE
12434,20220812,DCE
12435,20220815,DCE
12436,20220816,DCE
12437,20220817,DCE
12438,20220818,DCE
12439,20220819,DCE
12440,20220822,DCE
12441,20220823,DCE
12442,20220824,DCE
12443,20220825,DCE
12444,20220826,DCE
12445,20220829,DCE
12446,20220830,DCE
12447,20220831,DCE
12448,20220901,DCE
12449,20220902,DCE
12450,20220905,DCE
12451,20220906,DCE
12452,20220907,DCE
12453,20220908,DCE
12454,20220909,DCE
12455,20220913,DCE
12456,20220914,DCE
12457,20220915,DCE
12458,20220916,DCE
12459,20220919,DCE
12460,20220920,DCE
12461,20220921,DCE
12462,20220922,DCE
12463,20220923,DCE
12464,20220926,DCE
12465,20220927,DCE
12466,20220928,DCE
12467,20220929,DCE
12468,20220930,DCE
12469,20221010,DCE
12470,20221011,DCE
12471,20221012,DCE
12472,20221013,DCE
12473,20221014,DCE
12474,20221017,DCE
12475,20221018,DCE
12476,20221019,DCE
12477,20221020,DCE
12478,20221021,DCE
12479,20221024,DCE
12480,20221025,DCE
12481,20221026,DCE
12482,20221027,DCE
12483,20221028,DCE
12484,20221031,DCE
12485,20221101,DCE
12486,20221102,DCE
12487,20221103,DCE
12488,20221104,DCE
12489,20221107,DCE
12490,20221108,DCE
12491,20221109,DCE
12492,20221110,DCE
12493,20221111,DCE
12494,20221114,DCE
12495,20221115,DCE
12496,20221116,DCE
12497,20221117,DCE
12498,20221118,DCE
12499,20221121,DCE
12500,20221122,DCE
12501,20221123,DCE
12502,20221124,DCE
12503,20221125,DCE
12504,20221128,DCE
12505,20221129,DCE
12506,20221130,DCE
12507,20221201,DCE
12508,20221202,DCE
12509,20221205,DCE
12510,20221206,DCE
12511,20221207,DCE
12512,20221208,DCE
12513,20221209,DCE
12514,20221212,DCE
12515,20221213,DCE
12516,20221214,DCE
12517,20221215,DCE
12518,20221216,DCE
12519,20221219,DCE
12520,20221220,DCE
12521,20221221,DCE
12522,20221222,DCE
12523,20221223,DCE
12524,20221226,DCE
12525,20221227,DCE
12526,20221228,DCE
12527,20221229,DCE
12528,20221230,DCE
12529,20030602,SHFE
12530,20120203,SHFE
12531,20150714,DCE
12532,19931109,CZCE
12533,20110308,SHFE
12534,19920730,SHFE
12535,20150722,CZCE
12536,19930927,CZCE
12537,19991111,SHFE
12538,19920729,SHFE
12539,20131115,CFFEX
12540,19950111,CZCE
12541,20110906,CZCE
12542,20110615,SHFE
12543,20110325,DCE
12544,20130826,SHFE
12545,19920414,SHFE
12546,20010904,SHFE
12547,20110916,CFFEX
12548,20120301,CZCE
12549,19961017,CZCE
12550,20021231,CZCE
12551,20111114,SGE
12552,20080111,CFFEX
12553,20070612,CFFEX
12554,19950330,CZCE
12555,20020111,SHFE
12556,20020307,DCE
12557,19971229,CZCE
12558,19960906,SHFE
12559,19971230,DCE
12560,19951219,SHFE
12561,20001221,CZCE
12562,20010611,SHFE
12563,20110613,DCE
12564,19930823,DCE
12565,20120313,CFFEX
12566,19961122,CZCE
12567,20001116,DCE
12568,20160301,SGE
12569,20020614,SHFE
12570,20090319,CFFEX
12571,20130829,SGE
12572,20170308,SHFE
12573,19940902,SHFE
12574,19940914,CZCE
12575,19940302,DCE
12576,19980916,SHFE
12577,19920618,CZCE
12578,19940901,SHFE
12579,19970430,SHFE
12580,20120713,DCE
12581,19950425,SHFE
12582,19960104,DCE
12583,20090727,CFFEX
12584,19961118,DCE
12585,20000906,DCE
12586,20030521,DCE
12587,20110922,CZCE
12588,19980717,SHFE
12589,19990907,DCE
12590,20131230,CZCE
12591,20030722,CZCE
12592,20020903,DCE
12593,20030812,DCE
12594,20111110,CFFEX
12595,20030527,DCE
12596,19950704,DCE
12597,20110505,SHFE
12598,20110525,SHFE
12599,20010312,CZCE
12600,20111208,DCE
12601,20171023,DCE
12602,20171107,DCE
12603,20170922,CZCE
12604,20021125,SHFE
12605,19950821,DCE
12606,20130820,SGE
12607,20000804,SHFE
12608,20010417,DCE
12609,20110307,CFFEX
12610,19980914,SHFE
12611,20030430,CZCE
12612,20150602,DCE
12613,19980624,DCE
12614,20160225,CFFEX
12615,20031216,DCE
12616,19921210,SHFE
12617,20001124,DCE
12618,20120725,CFFEX
12619,20121123,CFFEX
12620,19960611,SHFE
12621,20150304,SHFE
12622,20170911,CZCE
12623,19921202,CZCE
12624,20000621,SHFE
12625,20010410,CZCE
12626,20110927,CFFEX
12627,19950918,DCE
12628,20170508,CZCE
12629,19921201,SHFE
12630,19970331,SHFE
12631,20150213,DCE
12632,19940824,CZCE
12633,19990916,SHFE
12634,20070209,CFFEX
12635,20011121,DCE
12636,20110329,SHFE
12637,20150824,CZCE
12638,20171213,SHFE
12639,20121226,SHFE
12640,20111208,CFFEX
12641,20001213,CZCE
12642,19940406,SHFE
12643,20130716,CZCE
12644,19950421,DCE
12645,19940708,DCE
12646,19960304,CZCE
12647,20170901,CZCE
12648,19971209,DCE
12649,19950614,CZCE
12650,20130128,CFFEX
12651,19940922,SHFE
12652,20161101,SHFE
12653,19970819,CZCE
12654,20160106,CFFEX
12655,19970909,CZCE
12656,19940722,DCE
12657,20111114,CFFEX
12658,19940527,SHFE
12659,19980729,CZCE
12660,20170206,CZCE
12661,20020730,SHFE
12662,19940718,SHFE
12663,19990826,SHFE
12664,20000322,SHFE
12665,19960123,CZCE
12666,20090825,CFFEX
12667,20170419,DCE
12668,20000821,CZCE
12669,20010216,CZCE
12670,20000112,SHFE
12671,20031021,SHFE
12672,20111213,CZCE
12673,20010921,DCE
12674,20170322,SHFE
12675,20120201,SHFE
12676,20021115,SHFE
12677,20170116,CZCE
12678,19910509,CZCE
12679,20150202,CFFEX
12680,19980925,CZCE
12681,19930813,DCE
12682,19950801,CZCE
12683,19950628,SHFE
12684,20150612,DCE
12685,19960527,CZCE
12686,20150527,CZCE
12687,19981027,DCE
12688,20151209,CFFEX
12689,20160520,DCE
12690,20130729,SGE
12691,20170407,CFFEX
12692,19950517,SHFE
12693,19981113,CZCE
12694,19940217,SHFE
12695,20010605,DCE
12696,20110128,CFFEX
12697,20000803,DCE
12698,19920218,SHFE
12699,20151012,DCE
12700,19911203,SHFE
12701,19910717,CZCE
12702,19951016,SHFE
12703,19920203,SHFE
12704,20170911,SHFE
12705,20130705,SGE
12706,20110225,CZCE
12707,20111125,SGE
12708,20110727,CFFEX
12709,20150216,SHFE
12710,20150527,SHFE
12711,20080428,CFFEX
12712,20170324,CZCE
12713,20170609,CFFEX
12714,20120201,DCE
