symbol,contract,start,end
BR,BR2401.SHF,20230728,20231127
BR,BR2402.SHF,20231128,20240102
BR,BR2403.SHF,20240103,20240226
BR,BR2404.SHF,20240227,20240319
BR,BR2405.SHF,20240320,20240425
BR,BR2406.SHF,20240426,20240510
BR,BR2407.SHF,20240513,20240626
BR,BR2408.SHF,20240627,20240628
